LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
116,"""Dec","23,",2023,@,"12:09:36.472"",1,xpRmlYwBorQoTAK4kivG,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""346,556"",""2023/12/23 06:39:35 [error] 495#495","*282233 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['282233', '48', '89.187.163.203', '1.1', '1']"
117,"""Dec","23,",2023,@,"12:09:36.472"",1,x5RmlYwBorQoTAK4kivG,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""347,038"",""2023/12/23 06:39:35 [error] 495#495","*282233 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['282233', '48', '89.187.163.203', '1.1', '1']"
118,"""Dec","23,",2023,@,"12:09:36.472"",1,yJRmlYwBorQoTAK4kivG,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""347,520"",""2023/12/23 06:39:36 [error] 495#495","*282233 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['282233', '48', '89.187.163.203', '1.1', '1']"
119,"""Dec","23,",2023,@,"12:09:36.472"",1,yZRmlYwBorQoTAK4kivG,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""348,002"",""2023/12/23 06:39:36 [error] 495#495","*282233 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['282233', '48', '89.187.163.203', '1.1', '1']"
120,"""Dec","23,",2023,@,"12:09:34.471"",1,sJRmlYwBorQoTAK4iiv0,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""340,772"",""2023/12/23 06:39:32 [error] 495#495","*282233 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['282233', '48', '89.187.163.203', '1.1', '1']"
121,"""Dec","23,",2023,@,"12:09:34.471"",1,sZRmlYwBorQoTAK4iiv0,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""341,736"",""2023/12/23 06:39:33 [error] 495#495","*282233 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['282233', '48', '89.187.163.203', '1.1', '1']"
122,"""Dec","23,",2023,@,"12:09:34.471"",1,spRmlYwBorQoTAK4iiv0,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""342,700"",""2023/12/23 06:39:33 [error] 495#495","*282233 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['282233', '48', '89.187.163.203', '1.1', '1']"
123,"""Dec","23,",2023,@,"12:09:34.471"",1,s5RmlYwBorQoTAK4iiv0,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""343,664"",""2023/12/23 06:39:34 [error] 495#495","*282233 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['282233', '48', '89.187.163.203', '1.1', '1']"
124,"""Dec","23,",2023,@,"12:09:34.471"",1,tJRmlYwBorQoTAK4iiv1,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""340,290"",""2023/12/23 06:39:32 [error] 495#495","*282233 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['282233', '48', '89.187.163.203', '1.1', '1']"
125,"""Dec","23,",2023,@,"12:09:34.471"",1,tZRmlYwBorQoTAK4iiv1,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""341,254"",""2023/12/23 06:39:33 [error] 495#495","*282233 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['282233', '48', '89.187.163.203', '1.1', '1']"
126,"""Dec","23,",2023,@,"12:09:34.471"",1,tpRmlYwBorQoTAK4iiv1,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""342,218"",""2023/12/23 06:39:33 [error] 495#495","*282233 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['282233', '48', '89.187.163.203', '1.1', '1']"
127,"""Dec","23,",2023,@,"12:09:34.471"",1,t5RmlYwBorQoTAK4iiv1,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""343,182"",""2023/12/23 06:39:33 [error] 495#495","*282233 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['282233', '48', '89.187.163.203', '1.1', '1']"
128,"""Dec","23,",2023,@,"12:09:34.471"",1,uJRmlYwBorQoTAK4iiv1,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""344,146"",""2023/12/23 06:39:34 [error] 495#495","*282233 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['282233', '48', '89.187.163.203', '1.1', '1']"
129,"""Dec","23,",2023,@,"12:09:32.470"",1,oJRmlYwBorQoTAK4gysl,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""336,916"",""2023/12/23 06:39:30 [error] 495#495","*282233 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['282233', '48', '89.187.163.203', '1.1', '1']"
